"정류장_ID","정류장_명칭","정류장_유형","정류장_번호","위도","경도","버스도착정보안내기_설치_여부"
"106000444","북부운수차고지","일반차로","07985","37.5736430000","127.0848350000","미설치  "
"106000450","능말입구","일반차로","07442","37.6138470000","127.1056770000","설치   "
"106000451","능말입구","일반차로","07447","37.6137820000","127.1054780000","설치   "
"106000452","우림시장.망우사거리","일반차로","07441","37.5994500000","127.0994140000","미설치  "
"106000454","신내역1번출구","일반차로","07440","37.6124770000","127.1033380000","미설치  "
"106000455","신내데시앙아파트","일반차로","07449","37.6109840000","127.1014460000","미설치  "
"106000456","중랑경찰서후문","일반차로","07448","37.6196890000","127.1048420000","설치   "
"106000457","새솔초등학교","일반차로","07456","37.6174330000","127.1083820000","설치   "
"106000458","신내데시앙포레아파트220동앞","일반차로","07453","37.6158040000","127.1127220000","설치   "
"106000459","신내데시앙포레아파트220동앞","일반차로","07452","37.6154030000","127.1128020000","설치   "
"106000460","새솔초등학교입구","일반차로","07455","37.6172680000","127.1098030000","미설치  "
"106000461","신내데시앙포레아파트정문앞","일반차로","07454","37.6164990000","127.1108830000","미설치  "
"106000462","당너머","일반차로","07450","37.6129480000","127.1075520000","미설치  "
"106000463","당너머","일반차로","07451","37.6128310000","127.1079640000","미설치  "
"106000464","중랑경찰서정문.우디안101동앞","일반차로","07457","37.6178210000","127.1054960000","미설치  "
"106000465","신내우디안아파트107동앞","일반차로","07460","37.6152980000","127.1058990000","설치   "
"106000466","신내우디안아파트107동앞","일반차로","07459","37.6156280000","127.1054540000","미설치  "
"106000467","중랑공영차고지.신내역","일반차로","07550","37.6132090000","127.1036280000","설치   "
"106000468","신내10단지아파트","일반차로","07461","37.6103870000","127.0952930000","미설치  "
"106000469","중랑공영차고지삼거리","일반차로","07462","37.6129740000","127.1046680000","미설치  "
"106000470","사가정역","일반차로","07554","37.5807360000","127.0870020000","설치   "
"106000471","우디안아파트114동앞","일반차로","07464","37.6190840000","127.1071500000","설치   "
"106000472","우디안아파트114동앞","일반차로","07463","37.6188590000","127.1074160000","미설치  "
"106000473","브라운캐슬B동","일반차로","07467","37.6136470000","127.0749990000","설치   "
"106000474","늘푸른근린공원","일반차로","07466","37.5830450000","127.0799190000","설치   "
"106000475","늘푸른근린공원","일반차로","07465","37.5831080000","127.0796410000","설치   "
"106000476","중랑역.동부시장1","일반차로","07125","37.5939500000","127.0767670000","설치   "
"106000477","면목두산아파트2.3단지","일반차로","07415","37.5798140000","127.0826780000","설치   "
"106000478","상봉터미널","일반차로","0","37.5965000000","127.0918000000","미설치  "
"106000479","상봉터미널","일반차로","0","37.5966000000","127.0915000000","미설치  "
"106000480","중랑공영차고지.종점","일반차로","07551","37.6133840000","127.1044680000","미설치  "
"106000481","신내SKV1센터","일반차로","07446","37.6144640000","127.1132720000","미설치  "
"106000482","망우리역사문화공원","일반차로","07443","37.6015490000","127.1152140000","미설치  "
"106000483","망우리역사문화공원","일반차로","07444","37.6018460000","127.1153100000","미설치  "
"106000484","양원숲초등학교","일반차로","07138","37.6100540000","127.1047150000","미설치  "
"106000485","양원숲초등학교","일반차로","07136","37.6096880000","127.1049080000","미설치  "
"106000486","능산사거리","일반차로","07142","37.6084800000","127.1019420000","미설치  "
"106000487","묵동공감대아파트","일반차로","07202","37.6138410000","127.0781210000","미설치  "
"106900001","수협","마을버스","07530","37.5993830000","127.0794310000","미설치  "
"106900002","공판장","마을버스","07527","37.5884900000","127.0990420000","미설치  "
"106900003","면목지구대","마을버스","07525","37.5878160000","127.0941040000","미설치  "
"106900004","중화동종점","마을버스","07523","37.5999330000","127.0826440000","미설치  "
"106900005","영종슈퍼","마을버스","07522","37.5862410000","127.0786770000","미설치  "
"106900006","정신교회","마을버스","07521","37.5996560000","127.0816030000","미설치  "
"106900007","마을금고","마을버스","07520","37.5995050000","127.0803980000","미설치  "
"106900008","한신아파트후문","마을버스","07519","37.5873560000","127.0765030000","미설치  "
"106900009","한신아파트상가","마을버스","07517","37.5884210000","127.0765530000","미설치  "
"106900010","중랑초교정문.면목2동치안센터","마을버스","07515","37.5896740000","127.0760240000","미설치  "
"106900011","이화교","마을버스","07514","37.6014260000","127.0766280000","미설치  "
"106900012","면목역","마을버스","07512","37.5883130000","127.0869540000","미설치  "
"106900013","서울동부새마을금고본점","마을버스","07510","37.5877930000","127.0944320000","미설치  "
"106900014","태릉시장","마을버스","07508","37.5997720000","127.0782430000","미설치  "
"106900015","수협","마을버스","07506","37.5995530000","127.0793870000","미설치  "
"106900016","공판장","마을버스","07505","37.5886290000","127.0991230000","미설치  "
"106900017","마을금고","마을버스","07504","37.5996790000","127.0804460000","미설치  "
"106900018","정신교회","마을버스","07503","37.5997940000","127.0813970000","미설치  "
"106900019","중화동종점","마을버스","07501","37.6000600000","127.0825320000","미설치  "
"106900020","지하철7호선면목역","마을버스","07524","37.5883880000","127.0883230000","미설치  "
"106900021","진로아파트앞.종점","마을버스","07500","37.5876450000","127.1019810000","미설치  "
"106900022","진주빌라.바다약국","마을버스","07502","37.5882700000","127.1000310000","미설치  "
"106900023","진로아파트앞.종점","마을버스","07529","37.5875470000","127.1019850000","미설치  "
"106900024","새마을금고","마을버스","07507","37.5891660000","127.0976520000","미설치  "
"106900025","새마을금고","마을버스","07526","37.5890950000","127.0973220000","미설치  "
"106900026","진주빌라.바다약국","마을버스","07528","37.5881370000","127.0999210000","미설치  "
"106900027","중랑경찰서정문.우디안101동앞","일반차로","07458","37.6176900000","127.1053550000","설치   "
"106900028","서일대정문","마을버스","07511","37.5878160000","127.0961190000","미설치  "
"106900029","서일대정문","마을버스","07509","37.5883060000","127.0960800000","미설치  "
"106900030","IBK기업은행면목동지점","마을버스","07518","37.5876550000","127.0850100000","미설치  "
"107000001","길음2동주민센터","중앙차로","08001","37.6069060000","127.0282090000","설치   "
"107000002","길음2동주민센터","중앙차로","08002","37.6061100000","127.0274700000","설치   "
"107000003","길음뉴타운","중앙차로","08003","37.6037500000","127.0242690000","설치   "
"107000004","길음뉴타운","중앙차로","08004","37.6031120000","127.0234430000","설치   "
"107000005","미아리고개.미아리예술극장","중앙차로","08005","37.5988110000","127.0217090000","설치   "
"107000006","미아리고개.미아리예술극장","중앙차로","08006","37.5979210000","127.0218210000","설치   "
"107000007","돈암사거리.성신여대입구","중앙차로","08007","37.5937430000","127.0181310000","설치   "
"107000008","돈암사거리.성신여대입구","중앙차로","08008","37.5932510000","127.0176840000","설치   "
"107000009","삼선교.한성대학교","중앙차로","08009","37.5899650000","127.0093350000","설치   "
"107000010","삼선교.한성대학교.조소앙활동터","중앙차로","08010","37.5893630000","127.0082050000","설치   "
"107000011","숭곡초교입구","일반차로","08101","37.6098480000","127.0320400000","미설치  "
"107000012","창문여고","일반차로","08102","37.6118510000","127.0358200000","설치   "
"107000013","동방고개","일반차로","08103","37.6137120000","127.0382670000","설치   "
"107000014","장위동그린빌아파트","일반차로","08104","37.6178530000","127.0431130000","설치   "
"107000015","북서울꿈의숲","일반차로","08105","37.6203170000","127.0453450000","설치   "
"107000016","장월초등학교","일반차로","08106","37.6234660000","127.0487110000","미설치  "
"107000017","국민대앞","일반차로","08107","37.6106800000","126.9940270000","설치   "
"107000018","국민대앞","일반차로","08108","37.6110900000","126.9940790000","미설치  "
"107000020","국민대학교앞","일반차로","08110","37.6108090000","126.9946440000","미설치  "
"107000021","청덕초등학교","일반차로","08111","37.6087870000","126.9991120000","설치   "
"107000022","청덕초교","일반차로","08112","37.6086300000","127.0000600000","미설치  "
"107000023","북악중학교","일반차로","08113","37.6073860000","127.0029080000","설치   "
"107000024","고려대사범대학부속고등학교","일반차로","08114","37.6078880000","127.0023780000","미설치  "
"107000025","봉국사","일반차로","08115","37.6058540000","127.0076240000","미설치  "
"107000026","봉국사","일반차로","08116","37.6061380000","127.0076570000","설치   "
"107000027","정릉2동주민센터","일반차로","08117","37.6045930000","127.0112580000","미설치  "
"107000028","정릉2동주민센터","일반차로","08118","37.6049780000","127.0112000000","미설치  "
"107000029","숭덕초교","일반차로","08119","37.6033580000","127.0146830000","설치   "
"107000030","숭덕초교","일반차로","08120","37.6036980000","127.0151140000","설치   "
"107000031","정릉길음시장","일반차로","08121","37.6022150000","127.0193260000","미설치  "
"107000032","정릉길음시장.길음뉴타운9단지","일반차로","08122","37.6025220000","127.0195780000","미설치  "
"107000033","돈암동삼성아파트입구","일반차로","08123","37.6018740000","127.0245750000","설치   "
"107000034","길음역","일반차로","08124","37.6020420000","127.0237710000","설치   "
"107000035","돈암1동주민센터","일반차로","08125","37.6036720000","127.0264230000","설치   "
"107000036","돈암1동주민센터","일반차로","08126","37.6045130000","127.0265680000","설치   "
"107000037","종암사거리","일반차로","08127","37.6036070000","127.0311720000","설치   "
"107000038","KT월곡지사","일반차로","08128","37.6024470000","127.0343730000","미설치  "
"107000039","KT월곡지사","일반차로","08129","37.6030290000","127.0346990000","미설치  "
"107000040","종암SK아파트","일반차로","08130","37.6020520000","127.0376130000","미설치  "
"107000041","성북구보건소","일반차로","08131","37.6025830000","127.0391620000","설치   "
"107000042","월곡역","일반차로","08132","37.6016300000","127.0414520000","미설치  "
"107000043","월곡역","일반차로","08133","37.6030730000","127.0423480000","설치   "
"107000044","동덕여대앞","일반차로","08134","37.6030030000","127.0428340000","설치   "
"107000045","한국과학기술연구원입구","일반차로","08135","37.6055870000","127.0472740000","미설치  "
"107000046","상월곡역","일반차로","08136","37.6054890000","127.0464470000","미설치  "
"107000047","월곡중학교","일반차로","08137","37.6068950000","127.0497870000","미설치  "
"107000048","월곡중학교","일반차로","08138","37.6069680000","127.0492350000","설치   "
"107000049","새석관시장","일반차로","08139","37.6086440000","127.0530960000","설치   "
"107000050","새석관시장","일반차로","08140","37.6084480000","127.0521050000","설치   "
"107000051","돌곶이역","일반차로","08141","37.6114530000","127.0584820000","설치   "
"107000052","돌곶이역","일반차로","08142","37.6105860000","127.0562080000","미설치  "
"107000053","장위동동원베네스트.온누리병원","일반차로","08143","37.6120430000","127.0589690000","미설치  "
"107000054","석관동주민센터","일반차로","08144","37.6133930000","127.0619170000","설치   "
"107000055","석관동주민센터","일반차로","08145","37.6134400000","127.0614320000","설치   "
"107000056","석계역굴다리앞","일반차로","08146","37.6143310000","127.0657970000","설치   "
"107000057","석계역","일반차로","08147","37.6151040000","127.0671120000","설치   "
"107000058","성가복지병원","일반차로","08148","37.6058830000","127.0311380000","미설치  "
"107000059","성가복지병원","일반차로","08149","37.6059220000","127.0315300000","설치   "
"107000060","종암사거리입구","일반차로","08150","37.6014330000","127.0330440000","설치   "
"107000061","종암사거리입구","일반차로","08151","37.6010950000","127.0336730000","설치   "
"107000062","종암동주민센터","일반차로","08152","37.5994150000","127.0341080000","설치   "
"107000063","종암동주민센터","일반차로","08153","37.5983730000","127.0349530000","설치   "
"107000064","숭례초교","일반차로","08154","37.5948050000","127.0356810000","설치   "
"107000065","숭례초등학교","일반차로","08155","37.5943970000","127.0361700000","설치   "
"107000066","고대앞","일반차로","08156","37.5885640000","127.0348110000","설치   "
"107000067","우신향병원","일반차로","08157","37.5851360000","127.0316100000","설치   "
"107000068","안암오거리","일반차로","08158","37.5824820000","127.0290650000","미설치  "
"107000069","대광초교","일반차로","08159","37.5797070000","127.0250280000","미설치  "
"107000070","정릉북한산국립공원입구","일반차로","08160","37.6177210000","126.9992960000","미설치  "
"107000071","정릉산장아파트","일반차로","08161","37.6167120000","127.0033430000","미설치  "
"107000072","정릉대우아파트","일반차로","08162","37.6167080000","127.0038600000","설치   "
"107000073","정릉4동주민센터.경국사","일반차로","08163","37.6135290000","127.0063450000","설치   "
"107000074","정릉4동주민센터.경국사","일반차로","08164","37.6133350000","127.0066810000","설치   "
"107000075","성북청수도서관.정릉4동성당","일반차로","08165","37.6115700000","127.0084190000","설치   "
"107000076","성북청수도서관.정릉4동성당","일반차로","08166","37.6108760000","127.0090450000","설치   "
"107000077","정릉시장입구","일반차로","08167","37.6084650000","127.0098210000","설치   "
"107000078","정릉시장입구","일반차로","08168","37.6080330000","127.0101520000","설치   "
"107000079","정릉우체국앞","일반차로","08169","37.6051650000","127.0114120000","설치   "
"107000080","정릉우체국앞","일반차로","08170","37.6053930000","127.0115240000","설치   "
"107000081","미아초교","일반차로","08171","37.6115320000","127.0220390000","설치   "
"107000082","미아초교","일반차로","08172","37.6108870000","127.0224660000","설치   "
"107000083","길음동동부아파트","일반차로","08173","37.6072880000","127.0235310000","설치   "
"107000084","길음동동부아파트","일반차로","08174","37.6080220000","127.0234550000","설치   "
"107000085","삼선동주민센터","일반차로","08175","37.5906110000","127.0143470000","설치   "
"107000086","삼선동주민센터","일반차로","08176","37.5906920000","127.0147150000","미설치  "
"107000087","성북구청.성북경찰서","일반차로","08177","37.5881520000","127.0174320000","설치   "
"107000088","성북구청.성북경찰서","일반차로","08178","37.5886050000","127.0172300000","설치   "
"107000089","보문역","일반차로","08179","37.5858510000","127.0189210000","설치   "
"107000090","보문역","일반차로","08180","37.5848750000","127.0197700000","설치   "
"107000091","보문동성당","일반차로","08181","37.5823960000","127.0207960000","미설치  "
"107000092","보문동성당","일반차로","08182","37.5823990000","127.0211160000","미설치  "
"107000093","보문동주민센터","일반차로","08183","37.5804510000","127.0218630000","설치   "
"107000094","보문동주민센터","일반차로","08184","37.5800470000","127.0223770000","설치   "
"107000095","월계2교.참누리아파트","일반차로","08185","37.6232180000","127.0503750000","미설치  "
"107000096","월계2교","일반차로","08186","37.6238250000","127.0501330000","미설치  "
"107000097","광운초교앞","일반차로","08187","37.6199520000","127.0529580000","미설치  "
"107000098","광운초교","일반차로","08188","37.6202850000","127.0531120000","미설치  "
"107000099","장위3동주민센터","일반차로","08189","37.6164880000","127.0568870000","설치   "
"107000100","장위3동주민센터","일반차로","08190","37.6166150000","127.0570260000","설치   "
"107000101","장삼주유소","일반차로","08191","37.6141180000","127.0592240000","설치   "
"107000102","장삼주유소","일반차로","08192","37.6139730000","127.0597360000","미설치  "
"107000103","장위사거리","일반차로","08193","37.6115900000","127.0618320000","설치   "
"107000104","장위사거리","일반차로","08194","37.6119250000","127.0618300000","설치   "
"107000105","석관중고등학교앞","일반차로","08195","37.6092610000","127.0640250000","설치   "
"107000106","석관고등학교","일반차로","08196","37.6094350000","127.0643620000","설치   "
"107000107","석관동코오롱아파트","일반차로","08197","37.6065850000","127.0661260000","미설치  "
"107000108","석관동코오롱아파트","일반차로","08198","37.6066990000","127.0663650000","설치   "
"107000109","북서울꿈의숲","일반차로","08199","37.6192470000","127.0451030000","설치   "
"107000110","북서울꿈의숲","일반차로","08200","37.6191180000","127.0456470000","설치   "
"107000111","장곡초교앞","일반차로","08201","37.6176520000","127.0477120000","설치   "
"107000112","장곡초교앞","일반차로","08202","37.6177070000","127.0479420000","설치   "
"107000113","하나은행장위동지점","일반차로","08203","37.6162110000","127.0500210000","설치   "
"107000114","하나은행장위동지점","일반차로","08204","37.6164300000","127.0500480000","설치   "
"107000115","장위동원천주유소","일반차로","08205","37.6146990000","127.0525710000","설치   "
"107000116","장위동원천주유소","일반차로","08206","37.6146310000","127.0529740000","설치   "
"107000117","장위2동주민센터","일반차로","08207","37.6120920000","127.0555320000","설치   "
"107000118","장위2동주민센터","일반차로","08208","37.6121880000","127.0557530000","미설치  "
"107000119","돌곶이역","일반차로","08209","37.6102050000","127.0575580000","설치   "
"107000120","돌곶이역","일반차로","08210","37.6117440000","127.0562030000","설치   "
"107000121","석관시장","일반차로","08211","37.6086900000","127.0590700000","미설치  "
"107000122","석관시장","일반차로","08212","37.6090020000","127.0590620000","설치   "
"107000123","석관동새마을금고","일반차로","08213","37.6074570000","127.0604000000","설치   "
"107000124","석관동새마을금고","일반차로","08214","37.6072720000","127.0609380000","설치   "
"107000125","한국예술종합학교","일반차로","08215","37.6056470000","127.0618290000","설치   "
"107000126","한국예술종합학교","일반차로","08216","37.6057620000","127.0620170000","설치   "
"107000127","광운초교","일반차로","08217","37.6199440000","127.0538410000","미설치  "
"107000128","광운초교앞","일반차로","08218","37.6195470000","127.0533210000","미설치  "
"107000129","꿈의숲아이파크아파트","일반차로","08219","37.6180150000","127.0513830000","설치   "
"107000130","꿈의숲아이파크아파트","일반차로","08220","37.6179950000","127.0510610000","설치   "
"107000131","장곡초교사거리","일반차로","08221","37.6171450000","127.0500070000","설치   "
"107000132","장곡초교사거리","일반차로","08222","37.6172570000","127.0499180000","설치   "
"107000133","서울다원학교.한용운활동터","일반차로","08223","37.5945060000","126.9918160000","설치   "
"107000134","동방문화대학원대학교","일반차로","08224","37.5944980000","126.9931630000","설치   "
"107000135","동방문화대학원대학교","일반차로","08225","37.5947330000","126.9934020000","설치   "
"107000136","성북구립미술관.쌍다리앞","일반차로","08226","37.5935940000","126.9958340000","설치   "
"107000137","성북구립미술관.쌍다리앞","일반차로","08227","37.5937450000","126.9959440000","설치   "
"107000138","성북초교.성북선잠박물관","일반차로","08228","37.5930690000","126.9987720000","설치   "
"107000139","성북초교.성북선잠박물관","일반차로","08229","37.5930770000","126.9978250000","설치   "
"107000140","홍익대부속중고등학교입구","일반차로","08230","37.5932180000","127.0006480000","미설치  "
"107000141","홍익대부속중고등학교입구","일반차로","08231","37.5932720000","127.0015310000","미설치  "
"107000142","경신중고입구","일반차로","08232","37.5917870000","127.0028340000","설치   "
"107000143","경신중고입구","일반차로","08233","37.5924060000","127.0026680000","설치   "
"107000144","성북동주민센터.동구마케팅고","일반차로","08234","37.5907470000","127.0036470000","설치   "
"107000145","성북동주민센터.동구마케팅고","일반차로","08235","37.5909380000","127.0038770000","설치   "
"107000146","삼선교.성북문화원","일반차로","08236","37.5892010000","127.0051300000","설치   "
"107000147","삼선교.성북문화원","일반차로","08237","37.5890910000","127.0056140000","설치   "
"107000149","한성대입구","일반차로","0","37.5890940000","127.0072280000","미설치  "
"107000150","길음시장","일반차로","08245","37.6030940000","127.0235970000","설치   "
"107000151","길음시장","일반차로","08246","37.6031500000","127.0230920000","미설치  "
"107000152","길음역","일반차로","08247","37.6046820000","127.0259550000","설치   "
"107000153","길음역","일반차로","08248","37.6050880000","127.0259220000","설치   "
"107000154","미아사거리","일반차로","08249","37.6101680000","127.0300440000","미설치  "
"107000155","서경로꿈마루도서관앞","일반차로","08250","37.6115050000","127.0133870000","설치   "
"107000156","길원초등학교입구","일반차로","08251","37.6104380000","127.0143750000","설치   "
"107000157","길원초등학교입구","일반차로","08252","37.6103370000","127.0146720000","설치   "
"107000158","길음뉴타운11단지롯데캐슬","일반차로","08253","37.6088350000","127.0153620000","설치   "
"107000159","길음뉴타운11단지롯데캐슬","일반차로","08254","37.6087830000","127.0154770000","설치   "
"107000160","정릉동아.길음뉴타운데시앙아파트","일반차로","08255","37.6062920000","127.0149530000","설치   "
"107000161","길음뉴타운데시앙.정릉동아아파트","일반차로","08256","37.6064100000","127.0151230000","설치   "
"107000162","숭덕초교","일반차로","08257","37.6038080000","127.0145780000","설치   "
"107000163","성북생태체험관","일반차로","08258","37.6202210000","127.0064980000","미설치  "
"107000164","정릉초교","일반차로","08259","37.6190580000","127.0063400000","미설치  "
"107000165","정릉동풍림상가앞","일반차로","08260","37.6167010000","127.0077090000","설치   "
"107000166","정릉동풍림상가앞","일반차로","08261","37.6167630000","127.0081890000","미설치  "
"107000167","정릉동풍림아파트.청소년문화의집","일반차로","08262","37.6164770000","127.0086770000","설치   "
"107000168","정릉입구.정릉역","일반차로","08263","37.6024260000","127.0135090000","설치   "
"107000169","정릉입구.정릉역","일반차로","08264","37.6028750000","127.0135020000","설치   "
"107000170","아리랑고개.아리랑시네미디어센터","일반차로","08265","37.6006320000","127.0137780000","설치   "
"107000171","아리랑고개.아리랑시네미디어센터","일반차로","08266","37.6004680000","127.0137380000","미설치  "
"107000172","돈암2동주민센터입구.흥천사","일반차로","08267","37.5967220000","127.0151170000","설치   "
"107000173","돈암2동주민센터입구.흥천사","일반차로","08268","37.5961970000","127.0156030000","설치   "
"107000174","성신여대입구역","일반차로","08269","37.5937400000","127.0161390000","설치   "
"107000175","성신여대입구역","일반차로","08270","37.5937480000","127.0164190000","설치   "
"107000176","한국과학기술연구원입구","일반차로","08271","37.6039130000","127.0448180000","미설치  "
"107000177","대농빌라앞","일반차로","08272","37.6016150000","127.0432130000","미설치  "
"107000178","월곡샹그레빌아파트","일반차로","08274","37.5954000000","127.0408780000","설치   "
"107000179","장위동고개","일반차로","08275","37.6142450000","127.0406510000","설치   "
"107000180","장위동고개","일반차로","08276","37.6143800000","127.0409180000","설치   "
"107000181","장위1동주민센터","일반차로","08277","37.6138620000","127.0427870000","설치   "
"107000182","장위1동주민센터","일반차로","08278","37.6139730000","127.0434640000","설치   "
"107000183","장위1동치안센터","일반차로","08279","37.6138330000","127.0451720000","설치   "
"107000184","장위1동치안센터","일반차로","08280","37.6139430000","127.0461110000","설치   "
"107000185","청소년문화누림센터","일반차로","08281","37.6135920000","127.0484350000","설치   "
"107000186","청소년문화누림센터","일반차로","08282","37.6138830000","127.0487690000","설치   "
"107000187","월곡1동주민센터","일반차로","08283","37.6108300000","127.0352270000","설치   "
"107000188","월곡1동주민센터","일반차로","08284","37.6103300000","127.0356220000","설치   "
"107000189","밤나무골시장","일반차로","08285","37.6094530000","127.0356800000","미설치  "
"107000190","월곡삼성래미안아파트","일반차로","08286","37.6093990000","127.0359370000","설치   "
"107000191","월곡동두산아파트","일반차로","08287","37.6066190000","127.0365920000","설치   "
"107000192","월곡동두산아파트","일반차로","08288","37.6068020000","127.0367030000","설치   "
"107000193","생명의전화","일반차로","08289","37.6045180000","127.0372150000","설치   "
"107000194","생명의전화","일반차로","08290","37.6041780000","127.0375350000","설치   "
"107000195","월곡아남아파트","일반차로","08291","37.6065850000","127.0346990000","미설치  "
"107000196","월곡동신아파트","일반차로","08292","37.6047010000","127.0361640000","미설치  "
"107000197","장곡초교","일반차로","08293","37.6162020000","127.0485300000","설치   "
"107000198","장곡초교","일반차로","08294","37.6161200000","127.0487980000","설치   "
"107000199","보문역","일반차로","08295","37.5854640000","127.0202540000","설치   "
"107000200","보문역","일반차로","08296","37.5856510000","127.0200800000","설치   "
"107000201","안암동주민센터","일반차로","08297","37.5860460000","127.0219390000","설치   "
"107000202","안암동주민센터","일반차로","08298","37.5862680000","127.0223690000","설치   "
"107000203","고려대이공대.고대병원","일반차로","08299","37.5861770000","127.0259870000","설치   "
"107000204","고려대이공대.고대병원","일반차로","08300","37.5864310000","127.0258800000","설치   "
"107000205","안암역","일반차로","08301","37.5862290000","127.0305240000","설치   "
"107000206","안암전철역","일반차로","08302","37.5863640000","127.0302760000","설치   "
"107000207","안암오거리","일반차로","08303","37.5832960000","127.0295930000","설치   "
"107000208","개운사입구","일반차로","08304","37.5858300000","127.0294580000","설치   "
"107000209","돈암시장입구","일반차로","08305","37.5914440000","127.0167150000","설치   "
"107000210","돈암시장입구","일반차로","08306","37.5917150000","127.0167720000","설치   "
"107000211","성북구청","일반차로","08307","37.5893760000","127.0181700000","미설치  "
"107000212","성북구청","일반차로","08308","37.5899340000","127.0175710000","미설치  "
"107000213","보문2교","일반차로","08309","37.5891250000","127.0194340000","미설치  "
"107000214","보문2교","일반차로","08310","37.5890490000","127.0191460000","미설치  "
"107000215","성신여대후문","일반차로","08311","37.5890530000","127.0220990000","설치   "
"107000216","성신여대후문","일반차로","08312","37.5891320000","127.0221080000","미설치  "
"107000217","용문중고교","일반차로","08313","37.5876940000","127.0229770000","미설치  "
"107000219","안암초교","일반차로","08315","37.5869200000","127.0233960000","미설치  "
"107000220","안암초교","일반차로","08316","37.5871070000","127.0234330000","미설치  "
"107000222","돈암초교입구","일반차로","08318","37.5910780000","127.0121420000","설치   "
"107000223","돈암초교입구","일반차로","08319","37.5911440000","127.0115750000","미설치  "
"107000224","정릉3동주민센터앞","일반차로","08320","37.6084470000","127.0044100000","설치   "
"107000225","정릉3동주민센터앞","일반차로","08321","37.6085220000","127.0047030000","설치   "
"107000226","삼덕단지.성북구최만린미술관","일반차로","08322","37.6103870000","127.0050600000","설치   "
"107000227","삼덕단지.성북구최만린미술관","일반차로","08323","37.6104170000","127.0052380000","설치   "
"107000228","솔샘사거리","일반차로","08324","37.6127760000","127.0069570000","설치   "
"107000229","솔샘사거리","일반차로","08325","37.6126050000","127.0069430000","설치   "
"107000230","보문역3번출구","일반차로","08326","37.5859330000","127.0192020000","설치   "
"107000231","성북우체국현대백화점","일반차로","08327","37.6078210000","127.0293810000","미설치  "
"107000232","정릉동풍림아파트","일반차로","08328","37.6164850000","127.0088910000","설치   "
"107000233","현대백화점","일반차로","08329","37.6083280000","127.0292920000","미설치  "
"107000234","돈암동일신건영휴먼빌아파트","일반차로","08330","37.6014610000","127.0133860000","미설치  "
"107000235","석계역","일반차로","08332","37.6137160000","127.0654250000","미설치  "
"107000236","석계역","일반차로","08333","37.6135980000","127.0654620000","설치   "
"107000237","월곡2SH빌아파트","일반차로","08334","37.5975120000","127.0422170000","설치   "
"107000238","석관고등학교후문","일반차로","08335","37.6106990000","127.0665000000","미설치  "
"107000239","길음역","일반차로","08336","37.6022100000","127.0243150000","설치   "
"107000240","청소년문화의집.정릉e편한세상","일반차로","08338","37.6151910000","127.0089070000","설치   "
"107000241","석계역굴다리앞","일반차로","08339","37.6143250000","127.0657670000","미설치  "
"107000242","석계역","일반차로","08340","37.6149830000","127.0672120000","미설치  "
"107000243","상진운수종점","일반차로","08341","37.6112010000","127.0652540000","미설치  "
"107000244","상진운수종점","일반차로","08342","37.6112670000","127.0656280000","미설치  "
"107000246","대진여객차고지","일반차로","08344","37.6176890000","127.0007970000","미설치  "
"107000249","정릉북한산국립공원입구","일반차로","08347","37.6178390000","126.9993310000","미설치  "
"107000251","성북생태체험관","일반차로","08349","37.6201530000","127.0064950000","미설치  "
"107000252","정릉초교","일반차로","08350","37.6189380000","127.0064240000","미설치  "
"107000255","월곡중학교","일반차로","08353","37.6062350000","127.0478490000","미설치  "
"107000257","508단지삼거리","일반차로","08355","37.5993330000","127.0055360000","미설치  "
"107000258","508단지입구","일반차로","08356","37.5992580000","127.0065060000","미설치  "
"107000259","산장빌라","일반차로","08357","37.5992530000","127.0072870000","미설치  "
"107000260","산장빌라","일반차로","08358","37.5987760000","127.0074000000","설치   "
"107000262","교수단지","일반차로","08360","37.5996650000","127.0092840000","미설치  "
"107000263","우방아파트","일반차로","08361","37.6002110000","127.0094550000","설치   "
"107000266","일신건영아파트.꿈에그린아파트","일반차로","08364","37.6014510000","127.0122270000","설치   "
"107000267","돈암힐스테이트.코오롱하늘채","일반차로","08365","37.5988310000","127.0144040000","설치   "
"107000268","돈암동일신건영휴먼빌아파트","일반차로","08366","37.6016430000","127.0136260000","설치   "
"107000269","구민회관입구","일반차로","08367","37.5967030000","127.0064560000","미설치  "
"107000270","508단지입구","일반차로","08368","37.5991740000","127.0063860000","미설치  "
"107000271","스카이힐스","일반차로","08369","37.5994830000","127.0036630000","미설치  "
"107000272","508단지삼거리","일반차로","08370","37.5992260000","127.0056340000","미설치  "
"107000273","대일외고서경대정문","일반차로","08371","37.6129450000","127.0131450000","설치   "
"107000274","서경대본관","일반차로","08372","37.6154600000","127.0114230000","미설치  "
"107000275","서경대본관","일반차로","08373","37.6156260000","127.0116870000","미설치  "
"107000280","길음뉴타운8단지","일반차로","08381","37.6074070000","127.0157040000","설치   "
"107000281","길음뉴타운8단지","일반차로","08380","37.6075700000","127.0158770000","설치   "
"107000282","서경로꿈마루도서관앞","일반차로","08382","37.6116330000","127.0134760000","설치   "
"107000290","국민커뮤니티센터","일반차로","08390","37.6122830000","127.0044100000","미설치  "
"107000291","정릉연립","일반차로","08391","37.6122120000","127.0043730000","미설치  "
"107000292","국민대후문","일반차로","08392","37.6111970000","126.9994530000","미설치  "
