"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","총 주자면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","위도","경도"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52834449","126.87116406"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52835344","126.87110434"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52834131","126.87119422"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52818701","126.87144339"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52837284","126.87097403"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52824391","126.87190447"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52829404","126.8715599"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52816229","126.87160735"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52836726","126.87100572"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52828888","126.8715908"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52830275","126.87149712"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52836272","126.87104006"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52817943","126.87150002"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52838126","126.87090574"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52817112","126.87155499"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52822829","126.87111077"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52829835","126.87152911"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52833676","126.87122263"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52835818","126.87107238"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52837693","126.8709399"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.5282321","126.87199272"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53714918","126.88127502"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53724424","126.88122606"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53720647","126.88124448"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53716845","126.88126422"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53656266","126.88177993"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53705061","126.88132753"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53718764","126.88125436"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.5370897","126.88130601"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53703131","126.88133654"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53712928","126.88128534"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53651185","126.88180736"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53646124","126.88183489"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53710938","126.88129654"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53722531","126.88123329"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53707016","126.88131721"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53701344","126.88134644"
"147462","부영그린 공영노상주차장(구)","양천구 목동 908-35","NS","노상 주차장","1","시간제 주차장","02-2644-1386","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2023-06-28 15:25:12","N","무료","Y","유료","100000","1147010200029","150","5","0","0","0","0","0","0","9000","37.53641064","126.88186236"
"1538410","신월1동저지복개1구역(구)","양천구 신월동 228-1","NS","노상 주차장","1","시간제 주차장","02-2698-1386","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:10:25","N","무료","Y","유료","70000","1147010300013","150","5","300","10","0","0","0","0","9000","",""
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.5204445","126.85387722"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51856816","126.85396128"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51847403","126.85397941"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52085092","126.85338359"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52083187","126.85317511"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.5191194","126.8538988"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51927313","126.853889"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51986151","126.85384817"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52073797","126.85356092"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51905653","126.85404047"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51947154","126.85401071"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52039065","126.85377311"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52089756","126.85331878"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51915144","126.85389739"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52036648","126.85391928"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52062659","126.85344737"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51919745","126.85402977"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51895869","126.85406496"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51965049","126.8539946"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52037148","126.85378476"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51953181","126.85400889"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51873498","126.85393393"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51885255","126.85392313"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52041151","126.85375833"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51918573","126.85389464"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.51983874","126.85398879"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52092676","126.85302835"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52084977","126.85315417"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52003665","126.8539745"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000","37.52064181","126.85343083"
